,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
25,101	137	14321	11044	11273	28580	10921	162	25054	154	62674	50655	14120	131	120	120	188	119	11170	120	48096	11211	10115	11447	10123	15417	10107	11517	13966	102,,A33EF77E363D590FFB25EBC63C30F9EF,Video,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581908521,16729110BA2AC2C2B188689DC30CCF77,2039,1889,False,1411598977,00007598E2C7054842F773BDB77325B1,4,44,False,1579229979,False,,,,1581921614.0
26,101	100061	11090	82439	11259	119	1892	2589	3002	1893	1939	4653	6197	20693	1881	119	2589	3002	2998	3363	1911	2589	3002	1950	11662	14244	10898	1881	119	1962	111795	51143	16838	11312	2527	1975	1882	102,,6BB7C06FF8F57FE651787E7A495D3A9B,,,,TopLevel,22C448FF81263D4BAF2A176145EE9EAD,1581960451,830F0D746C5E837159B4327140DCBF09,1370,3157,False,1375455555,00007745A6EE969F1A0F44B10DC17671,269,527,False,1252294800,True,,,,
27,101	1919	18628	25417	18628	11588	1881	3733	1913	7220	1974	6261	6440	2621	5618	1910	2117	1923	105850	14244	12236	22445	1882	119	119	24309	10634	2275	1906	4335	1980	7143	5759	1929	22526	15752	1881	6456	45141	11662	58657	12236	22445	1882	119	119	6283	75880	13291	30880	1881	3191	4335	8335	1943	89744	7714	3881	1946	15752	16867	15355	24273	2275	14813	15221	30154	15221	1882	119	119	3393	2774	15604	2333	2179	1946	18226	22396	53669	13913	28224	16867	28442	19512	7425	2212	1980	4097	1936	17658	28100	1882	119	119	108	2045	22396	18872	52923	36685	18628	111799	26554	119	108	2046	35331	82554	25071	22396	15970	119	108	3733	1913	7220	1974	6261	6440	14120	131	120	120	188	119	11170	120	180	12674	10174	11211	10113	11403	10884	13966	11447	11703	102,253F37960C220B21527DE873EA03F48C	FA6C3A84D3BBC320739E8D6BD0AD3398	CF25ED874FD5BEC139079A1FBD348C65,B90B85B7DAC82F44362A1DE3882A3C74,Video,,,TopLevel,22C448FF81263D4BAF2A176145EE9EAD,1581604950,B6E789DF48900AE25FAC4A184CC5C7B6,749,716,False,1262105641,0000777D3E61410C50032D0BB8CD3056,452,319,False,1395241369,True,,,,
28,101	56898	137	23685	24777	168	59408	131	1892	108	2008	22820	111827	11377	6824	27583	28224	27849	22946	45714	2997	28858	10634	4825	2179	8613	1893	6827	6457	2068	3799	8522	4389	100	119	119	1890	2008	22820	111827	11377	6824	27583	28224	27849	22946	45714	1891	1980	28809	13894	34327	28809	29100	18060	2649	10573	11312	111787	54011	1881	5949	54045	2259	2854	1980	7405	3787	10573	7742	6230	4825	2179	8613	3758	1980	1881	4380	8332	1881	5915	7394	5000	2759	1943	5162	35222	4777	18280	11662	6456	19202	1882	6264	59110	5915	7394	1943	5162	1924	100	102,A319980C97222096AF123A90B958CA2C,ED59398983224CBCBA4D0B7F57F2C318,,,,Retweet,22C448FF81263D4BAF2A176145EE9EAD,1582105559,91F99BDCA8D697625FA955DFABD8E75D,2490,936,False,1332737108,0000777D3E61410C50032D0BB8CD3056,451,319,False,1395241369,False,,,,
29,101	56898	137	30409	10401	168	139	32169	13852	131	10747	30181	11019	10911	27207	15774	14120	131	120	120	188	119	11170	120	145	13966	11281	10575	10929	11090	10113	12396	15417	11274	102,,29A3ABC56F75F6AFFE2DA7408ECA2074,,1C38BCF4FF3435C61053A32BB5FB8DAF,0DFD12E5919EF4958D51151C81133A26,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581888390,2265A0FF61C8C4C560CFFF5DBDCD59B9,270611,1079,True,1237854816,0000838F8591DDDCEA1B0E959AE8A20D,1829,1546,False,1342793182,False,,,,
30,101	162	100	10435	10105	72894	10124	11552	38702	55538	33893	119	146	100	181	71869	156	19792	10229	10124	17637	10531	93124	119	102,,6106B44DBF8334EAD8A2AA39B76189AC,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581898000,02BD7AA19DF84F5F98E1BD361ED74581,118817,3313,True,1220826918,0000838F8591DDDCEA1B0E959AE8A20D,1831,1548,False,1342793182,False,,,,1581898250.0
31,101	56898	137	12854	11274	38961	131	119	137	72374	11273	10692	19029	10134	17122	13059	10114	57675	10943	10146	10261	10134	33740	100	10111	10380	10134	146	119	14962	105509	10114	12888	169	11376	21776	30918	191	10921	100	102,,4EB9B1730EEE6A482421B4FA12ED19A3,,,,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1582046910,553F213D20CF7E6497AD1D3A8B3287FD,2208,875,False,1261481260,000085C3AE598387700C7C7D71FF9022,826,3128,False,1228574186,False,,,,
32,101	10117	10893	27949	11155	10124	11356	68971	10165	10124	10189	10271	100	187	10472	25081	13096	10114	44988	48628	119	119	119	16145	67376	160	11259	43378	36351	102,,94B5AA4D33F00ED7292F31E6F38F21B0,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581630135,711CEB76A207FF3DDFF55D0F2D67BCD8,63449,49295,False,1302883163,000085C3AE598387700C7C7D71FF9022,826,3128,False,1228574186,True,,,,1581631099.0
33,101	19416	87940	10340	10121	11334	10321	10679	169	10198	16554	10213	169	10139	59212	10354	16348	38365	11559	10944	61011	117	193	22336	10419	33518	20825	10183	12655	10125	11432	18100	10121	17847	16121	18012	102,,79458B442E6A679C03CB64B90F87AAD1,,,,TopLevel,06D61DCBBE938971E1EA0C38BD9B5446,1581626616,172D8A3FE89E7C488581F5A83EA44235,14529,10502,False,1405875237,000087B33602940BAA79A05E9A0C4798,992,902,False,1533851297,False,,1581650818.0,,1581650818.0
34,101	54198	47430	31278	46900	77261	10738	108	12786	11274	16602	10161	102,54DD89D0466F17FCA84238436953A625,CA7CF0143005679AEA0177E27EEC7F8B,,,,TopLevel,9BF3403E0EB7EA8A256DA9019C0B0716,1581729700,3E6A436606495C316194BC100376E6AC,11577,148,False,1366930467,00008C78BF1DDCC9FDCBAFFAF318A175,34,37,False,1538872824,False,,,,
35,101	20794	77261	38025	72286	61857	10634	11090	10896	11090	11140	10898	119	8133	7184	10952	18628	28224	27849	56910	119	1942	18628	47359	2397	1912	2547	3792	6457	7758	1914	15802	5318	5817	100	119	3792	2419	18280	8325	8709	5478	3014	1946	5719	44360	119	1919	27843	21451	22627	13894	11662	15752	19571	74381	3765	100	102,,00964D92CB73D14223572E7D235B32E3,,,,TopLevel,22C448FF81263D4BAF2A176145EE9EAD,1581607378,5A61EDBB0AC0614F57ECCA92C51DBDAA,266403,274,True,1494727150,00008D90EE01B655091318240FA2C500,356,351,False,1416386970,False,,,,1581633473.0
36,101	1894	6617	8239	22570	35826	35976	11369	38702	33893	46900	39039	71906	11011	30263	111828	1895	100	119	119	6617	100610	1890	4773	1947	8239	2150	23306	27607	1881	5969	49014	5746	1974	2078	1912	22627	8373	1917	39367	1881	2397	1946	80363	13913	11588	1882	5356	1909	3480	1913	91576	14803	18628	56910	15221	27607	67946	1891	14813	37133	30884	111806	18825	30884	111806	4854	7770	14813	20058	1882	3910	1910	14803	52310	1882	102,,ADEE97FF47FA1B9C2F01D25414A43370,,,,TopLevel,22C448FF81263D4BAF2A176145EE9EAD,1581859212,76787E010D6B186AA008A944A633DCAA,8671,97,False,1524154336,00008D90EE01B655091318240FA2C500,356,348,False,1416386970,False,,,,
37,101	13956	14753	53334	10133	13872	36154	15515	10381	12132	14392	61493	10311	41924	102,,A3235C43ABFCB010F60A6F5B058324D7,,,,Quote,B9175601E87101A984A50F8A62A1C374,1581848711,AB08EE49347A1B688A92F268FBE14A0A,1248,298,False,1572027875,00008E9A2F95C7D0590584CEBF940364,53,78,False,1552761597,False,,,,1581850359.0
38,101	148	68701	13406	15460	61268	100	11715	100	26271	44047	32467	10452	10308	100291	10449	70343	105861	11747	10245	100	20351	80237	10238	21333	10237	31687	10390	100	10140	55799	10123	131	39774	11127	60083	10116	20351	80237	15329	19334	16239	15329	35819	10245	26839	10174	16719	60503	15834	90093	82394	119	14120	131	120	120	188	119	11170	120	43661	10418	93280	14601	11166	14120	131	120	120	188	119	11170	120	17713	11703	10162	49196	75065	10162	102,,98B69D5858773A54C03A14AB2246FBD0,Video,2F330EAF5B53C0D578C9BBD05A4835BE,D7CE0AEFC0103720D70E70EA88EF2D59,TopLevel,4DC22C3F31C5C43721E6B5815A595ED6,1581604243,5029E3514B761C00854077B58DF057D0,885777,18,True,1321175705,00009E737CA0B3E06851FD81E8EDC780,305,952,False,1392147575,False,,1581826488.0,,1581826488.0
39,101	138	10924	36390	146	107761	100	188	10149	169	27925	27623	100	14120	131	120	120	188	119	11170	120	149	10240	11274	18193	105733	10162	11396	10418	102,,476EF68F9F6A23A1A6CD0DD934C465A6,Photo,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581627085,7A8916391F7E34F3F1B058C9B3C3434F,28002,4682,True,1233068813,0000A2FB0CF47CDF6A304DC1915D024F,2271,1259,False,1324227365,True,,,,1581632401.0
40,101	56898	137	12275	10858	10113	45389	131	17448	11686	118	10117	88577	10108	75509	35889	14120	131	120	120	188	119	11170	120	163	11733	10575	11373	24951	10161	10237	67753	11406	137	17665	102,,671D38BC9340D81CDAFF5567B841C2E4,,FDE160FC8A989EC235EA9FFD8CBAB8C1,E91CDEC8DC7ABF30592FA024616FF970,Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581617140,0A84FCF785CD487EE831B7EA757962DD,85941,36581,False,1407252198,0000A2FB0CF47CDF6A304DC1915D024F,2271,1256,False,1324227365,True,,,,
41,101	12034	10271	12820	10911	10345	10301	19731	10107	19540	62234	31826	16216	102,,887DFE6E765E45E23F2539C6D320ACBA,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581710882,0BD470BD36EBC82FE1A976A97964BCFD,55529,659,True,1359641887,0000A475DCB0ECB8A152C18021159E13,615,507,False,1323840421,False,,,,1581710968.0
42,101	40521	15854	107	32461	10138	184	11449	107	58586	10113	35782	14120	131	120	120	188	119	11170	120	125	11669	11305	11565	11703	11537	42424	10129	102,,512906C317CCA264A8374B721AB2238C,Photo	Photo	Photo	Photo,,,TopLevel,ECED8A16BE2A5E8871FD55F4842F16B1,1581949291,28E67F906F94363C588237EFBB7D73C9,545836,458,False,1426347890,0000AFECDC96BCC8AC4CA25382C20584,131,515,False,1410579604,False,,,,
43,101	56898	137	37403	101319	168	23837	131	100	5407	7422	100	119	1894	148	50183	23240	23837	19088	11517	118	35862	10157	21077	17897	118	247	27138	93776	37174	39774	52188	30340	99552	10731	2046	52923	16463	21530	22480	79513	32204	107871	16457	2059	28809	54673	104928	18628	104928	18628	14244	104928	18628	1895	4476	4348	2534	3380	3175	1923	27058	16923	1882	119	14120	131	120	120	188	119	11170	120	187	71136	28053	11305	10686	11211	10350	119	108	10879	100	102,6AC5277FBFDFD8B273C06C758E3EC39A,3E01C774B10A10863BBEE9219779F497,,2AA78FE3E6E43DFEFE484EFEE89471AD,A00C631D2C24302736B9ED2DF7A1D20F,Retweet,22C448FF81263D4BAF2A176145EE9EAD,1581570536,B2ADD1F975FEDCEAED8925D8104A5A25,346,368,False,1563352662,0000B0CAB9BADF2CC04596E5D543892F,899,657,False,1470487711,True,,,,
44,101	3760	1940	3808	8406	1946	111826	18226	43276	11377	2259	3975	1923	27058	16923	1882	119	2253	4854	35410	2195	6745	1939	7143	16737	4099	7624	1912	3910	1910	106975	15802	1881	14029	3240	1913	10898	5115	1976	53106	1882	119	108	27643	13135	14120	131	120	120	188	119	11170	120	194	15417	10305	11517	11490	96407	15417	11090	11396	102,19C67318907D66F7B78CF75DF2EDD7F5,36EEFA6673F2949532B8E75E49DD63D7,Photo	Photo	Photo	Photo,,,TopLevel,22C448FF81263D4BAF2A176145EE9EAD,1582122107,2D85615BF3F5E1E529BF2B87071D48BE,10349,2606,False,1503411887,0000B30E6FAA5EB99D95D57DB1D61EA5,870,931,False,1302779696,True,,,,
45,101	1968	11588	14244	5876	5476	1947	111787	15802	11312	22946	18767	60907	28847	7742	1946	6212	4522	14120	131	120	120	188	119	11170	120	19416	20935	13966	11211	10305	10686	10237	10874	102,,662CCE391FAF1FC63C09EA4CEBB55B79,Photo	Photo,,,TopLevel,22C448FF81263D4BAF2A176145EE9EAD,1581791115,6C05D5C53D491D8D7260162B63265C6A,180,273,False,1341334739,0000B30E6FAA5EB99D95D57DB1D61EA5,872,931,False,1302779696,True,,,,
46,101	108	71164	46607	76797	23203	12685	23113	119	100	101289	10107	37462	11211	11396	119	100	68507	72333	39900	11779	10729	119	100	14948	11447	11447	85147	119	100	81705	75268	10853	119	100	156	83780	71793	11305	119	100	10117	93280	11273	12674	119	100	11038	10589	12922	45987	119	11406	14120	131	120	120	188	119	11170	120	128	12022	10738	10115	10874	11273	11369	10147	11490	10123	14120	131	120	120	188	119	11170	120	55838	10874	15417	10157	12674	13966	11733	11779	11733	102,2E1AABE662C3ACA537C9833246979FFD,D6AACDE3B95F24F4710FA71D6E807BCF,Photo,05E5225061A5D1CBD9FC1BFEBB3F175C,B2ABA41F64AC5374CF093E5CDCD0B0F0,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1582075858,F2D71C18AAF72C5A4FAC347A4AA79CB1,218,183,False,1539351694,0000B453D44AB03FC5B28C35ECE55098,95,600,False,1542729633,False,,,,
47,101	17116	92147	10117	15682	15562	10160	10105	21142	119	10377	100	187	80916	169	22013	70340	119	146	100	22469	14794	117	17038	34481	10271	13123	119	102,,1B25CDC71B893B888CFDD43E2CA37033,,,,TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1582056544,41AA1BBA8530D600A78A31D4049B4DD8,36343,370,False,1373290575,0000B53E908F953FDEED69F83BEA7785,149,654,False,1414091523,False,,,,
48,101	56898	137	175	12620	38967	31978	131	137	170	41290	15391	37273	108	128	11281	10107	10858	32013	10376	89525	51079	100	137	70447	10731	168	188	10874	10123	14120	131	120	120	188	119	11170	120	129	11565	13966	23185	51960	12674	11517	102,56948147C599FAD7C28C2449C9AE3ABC,F741CDBEE573812991CCD2A80EBD0152,Photo,,,Retweet,B9175601E87101A984A50F8A62A1C374,1582154976,D2EF3BB597CE74049EF7AED772561D1F,577317,102,False,1506715865,0000B75111487069359C9D2563B75227,172,278,False,1462922884,False,,,,
49,101	14090	13733	29956	11153	10139	45388	12871	31689	193	38192	19975	59536	10110	13098	24603	14598	10113	14120	131	120	120	188	119	11170	120	188	11447	15417	10138	10759	11369	26264	11537	102,,659FFDA9A83822B8BBB723FC2C14913C,,AD86FAEF337F67AED51CA45FBCB0CC47,3B4545CD53516081633AA660EF8FC426,TopLevel,06D61DCBBE938971E1EA0C38BD9B5446,1582047421,993E9663A49A23C484EA7D7272A7F2FF,360646,249,False,1282593651,0000B7A0AAB9E4DC63B44C940B74D466,211,437,False,1270681373,False,,,,
